% adult volunteer during blood donation
% good blood circulation and low noise signals
% 31 years old, male, 3 minutes
% t   L1     L2    L3     L4    L5
0.00;-78;8887;7965;18772;29693;;
8.52;-255;8687;7726;18654;29672;;
17.04;-413;8473;7464;18511;29672;;
25.56;-601;8238;7228;18393;29674;;
34.08;-782;8053;6997;18273;29677;;
42.60;-956;7856;6765;18177;29681;;
51.12;-1112;7703;6592;18091;29646;;
59.64;-1225;7578;6436;18029;29652;;
68.16;-1312;7481;6337;17987;29651;;
76.68;-1395;7420;6265;17953;29644;;
85.20;-1411;7385;6234;17953;29656;;
93.72;-1412;7400;6263;17963;29642;;
102.24;-1397;7422;6305;17965;29652;;
110.76;-1338;7516;6403;18037;29667;;
119.28;-1271;7613;6498;18089;29649;;
127.80;-1163;7719;6625;18163;29656;;
136.32;-1069;7806;6753;18219;29650;;
144.84;-963;7945;6899;18294;29660;;
153.36;-868;8031;7009;18351;29658;;
161.88;-809;8122;7116;18385;29657;;
170.40;-740;8199;7202;18440;29694;;
178.92;-691;8255;7242;18446;29677;;
187.44;-670;8290;7261;18472;29680;;
195.96;-650;8284;7253;18468;29668;;
204.48;-680;8254;7236;18454;29662;;
213.00;-721;8214;7173;18410;29662;;
221.52;-770;8149;7102;18384;29670;;
230.04;-829;8071;7007;18320;29657;;
238.56;-920;7968;6880;18253;29667;;
247.08;-1041;7854;6751;18194;29666;;
255.60;-1146;7751;6597;18131;29645;;
264.12;-1269;7602;6424;18055;29645;;
272.64;-1373;7475;6280;17973;29631;;
281.16;-1483;7308;6088;17885;29656;;
289.68;-1596;7156;5911;17797;29634;;
298.20;-1735;7000;5735;17713;29642;;
306.72;-1845;6859;5564;17631;29643;;
315.24;-1971;6716;5388;17540;29625;;
323.76;-2097;6569;5184;17464;29630;;
332.28;-2194;6417;5028;17405;29612;;
340.80;-2305;6256;4856;17306;29598;;
349.32;-2417;6125;4709;17230;29612;;
357.84;-2538;5974;4538;17140;29606;;
366.36;-2676;5862;4381;17072;29604;;
374.88;-2783;5720;4207;16995;29594;;
383.40;-2890;5592;4060;16923;29604;;
391.92;-2990;5457;3887;16858;29599;;
400.44;-3100;5312;3733;16786;29559;;
408.96;-3194;5188;3596;16715;29580;;
417.48;-3265;5057;3462;16640;29573;;
426.00;-3369;4958;3340;16574;29580;;
434.52;-3442;4855;3207;16518;29578;;
443.04;-3516;4756;3075;16492;29581;;
451.56;-3593;4659;2968;16424;29563;;
460.08;-3662;4559;2847;16382;29572;;
468.60;-3732;4508;2782;16354;29561;;
477.12;-3757;4473;2745;16343;29558;;
485.64;-3728;4502;2862;16416;29566;;
494.16;-3559;4764;3202;16602;29568;;
502.68;-3211;5261;3808;16942;29595;;
511.20;-2660;5950;4675;17383;29583;;
519.72;-2006;6763;5609;17829;29611;;
528.24;-1323;7579;6582;18289;29631;;
536.76;-663;8338;7476;18704;29641;;
545.28;-74;9006;8221;19041;29673;;
553.80;377;9470;8772;19271;29674;;
562.32;667;9790;9111;19397;29696;;
570.84;869;10016;9343;19523;29718;;
579.36;979;10145;9481;19570;29695;;
587.88;1062;10238;9573;19618;29711;;
596.40;1109;10266;9621;19637;29701;;
604.92;1110;10289;9647;19628;29709;;
613.44;1101;10272;9614;19611;29693;;
621.96;1049;10215;9570;19571;29690;;
630.48;972;10154;9491;19525;29723;;
639.00;888;10042;9357;19449;29700;;
647.52;745;9942;9215;19389;29709;;
656.04;647;9799;9037;19311;29692;;
664.56;492;9623;8855;19211;29682;;
673.08;343;9450;8626;19081;29678;;
681.60;172;9245;8385;18971;29693;;
690.12;-2;9013;8135;18849;29672;;
698.64;-185;8788;7868;18705;29677;;
707.16;-406;8561;7601;18585;29678;;
715.68;-593;8348;7320;18447;29648;;
724.20;-817;8093;7008;18315;29645;;
732.72;-1009;7863;6742;18172;29627;;
741.24;-1223;7593;6447;18030;29642;;
749.76;-1417;7371;6182;17895;29627;;
758.28;-1633;7147;5928;17771;29623;;
766.80;-1796;6961;5727;17677;29629;;
775.32;-1937;6812;5548;17599;29612;;
783.84;-2028;6720;5397;17553;29618;;
792.36;-2079;6654;5338;17553;29608;;
800.88;-2093;6607;5300;17532;29595;;
809.40;-2077;6623;5320;17556;29621;;
817.92;-2044;6659;5381;17582;29620;;
826.44;-1959;6781;5502;17657;29627;;
834.96;-1859;6902;5640;17734;29631;;
843.48;-1725;7068;5831;17841;29643;;
852.00;-1571;7238;6031;17939;29654;;
860.52;-1427;7411;6230;18050;29627;;
869.04;-1259;7587;6466;18156;29656;;
877.56;-1081;7754;6658;18243;29644;;
886.08;-962;7896;6840;18311;29667;;
894.60;-844;8026;6954;18370;29668;;
903.12;-771;8121;7046;18433;29679;;
911.64;-716;8180;7104;18442;29652;;
920.16;-705;8186;7124;18452;29669;;
928.68;-702;8210;7118;18449;29670;;
937.20;-731;8160;7063;18400;29658;;
945.72;-783;8076;6994;18369;29674;;
954.24;-856;8011;6912;18310;29678;;
